SystemCodeNumber,Capacity,Occupancy,LastUpdated,OccupancyRate,OccupancyPercent,AvailableSpaces,Date,Hour,Minute,DayOfWeek,DayName,IsWeekend,IsPeakHour,DemandLevel
BHMBCCMKT01,577,145,2016-10-05 14:57:19,0.2512998266897747,25.12998266897747,432,2016-10-05,14,57,2,Wednesday,0,1,Low
BHMBCCMKT01,577,129,2016-10-05 15:30:15,0.2235701906412478,22.357019064124785,448,2016-10-05,15,30,2,Wednesday,0,1,Low
BHMBCCMKT01,577,121,2016-10-05 16:04:18,0.2097053726169844,20.97053726169844,456,2016-10-05,16,4,2,Wednesday,0,1,Low
BHMBCCMKT01,577,114,2016-10-05 16:30:17,0.1975736568457539,19.75736568457539,463,2016-10-05,16,30,2,Wednesday,0,1,Low
BHMBCCMKT01,577,58,2016-10-06 07:57:25,0.1005199306759098,10.051993067590988,519,2016-10-06,7,57,3,Thursday,0,0,Low
BHMBCCMKT01,577,63,2016-10-06 08:30:20,0.1091854419410745,10.918544194107453,514,2016-10-06,8,30,3,Thursday,0,0,Low
BHMBCCMKT01,577,70,2016-10-06 08:57:22,0.121317157712305,12.131715771230503,507,2016-10-06,8,57,3,Thursday,0,0,Low
BHMBCCMKT01,577,95,2016-10-06 09:30:20,0.1646447140381282,16.464471403812826,482,2016-10-06,9,30,3,Thursday,0,1,Low
BHMBCCMKT01,577,135,2016-10-06 10:03:20,0.2339688041594454,23.39688041594454,442,2016-10-06,10,3,3,Thursday,0,1,Low
BHMBCCMKT01,577,160,2016-10-06 10:30:20,0.2772963604852686,27.729636048526864,417,2016-10-06,10,30,3,Thursday,0,1,Low
BHMBCCMKT01,577,177,2016-10-06 10:57:20,0.3067590987868284,30.675909878682845,400,2016-10-06,10,57,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,191,2016-10-06 11:30:22,0.3310225303292894,33.10225303292894,386,2016-10-06,11,30,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,199,2016-10-06 12:04:24,0.3448873483535528,34.48873483535528,378,2016-10-06,12,4,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,206,2016-10-06 12:30:24,0.3570190641247833,35.70190641247834,371,2016-10-06,12,30,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,198,2016-10-06 12:57:21,0.3431542461005199,34.31542461005199,379,2016-10-06,12,57,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,208,2016-10-06 13:30:21,0.3604852686308492,36.04852686308492,369,2016-10-06,13,30,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,200,2016-10-06 13:57:22,0.3466204506065858,34.66204506065858,377,2016-10-06,13,57,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,175,2016-10-06 14:30:23,0.3032928942807625,30.32928942807625,402,2016-10-06,14,30,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,158,2016-10-06 15:04:22,0.2738301559792028,27.38301559792028,419,2016-10-06,15,4,3,Thursday,0,1,Low
BHMBCCMKT01,577,153,2016-10-06 15:31:22,0.2651646447140381,26.51646447140381,424,2016-10-06,15,31,3,Thursday,0,1,Low
BHMBCCMKT01,577,135,2016-10-06 16:04:23,0.2339688041594454,23.39688041594454,442,2016-10-06,16,4,3,Thursday,0,1,Low
BHMBCCMKT01,577,129,2016-10-06 16:30:27,0.2235701906412478,22.357019064124785,448,2016-10-06,16,30,3,Thursday,0,1,Low
BHMBCCMKT01,577,58,2016-10-07 08:03:27,0.1005199306759098,10.051993067590988,519,2016-10-07,8,3,4,Friday,0,0,Low
BHMBCCMKT01,577,61,2016-10-07 08:30:27,0.1057192374350086,10.571923743500866,516,2016-10-07,8,30,4,Friday,0,0,Low
BHMBCCMKT01,577,75,2016-10-07 09:04:13,0.1299826689774696,12.99826689774697,502,2016-10-07,9,4,4,Friday,0,1,Low
BHMBCCMKT01,577,103,2016-10-07 09:30:27,0.1785095320623916,17.85095320623917,474,2016-10-07,9,30,4,Friday,0,1,Low
BHMBCCMKT01,577,128,2016-10-07 09:57:27,0.2218370883882149,22.183708838821488,449,2016-10-07,9,57,4,Friday,0,1,Low
BHMBCCMKT01,577,172,2016-10-07 10:30:27,0.2980935875216637,29.80935875216637,405,2016-10-07,10,30,4,Friday,0,1,Low
BHMBCCMKT01,577,188,2016-10-07 10:57:30,0.3258232235701906,32.582322357019066,389,2016-10-07,10,57,4,Friday,0,1,Moderate
BHMBCCMKT01,577,199,2016-10-07 11:30:28,0.3448873483535528,34.48873483535528,378,2016-10-07,11,30,4,Friday,0,1,Moderate
BHMBCCMKT01,577,210,2016-10-07 12:03:29,0.363951473136915,36.3951473136915,367,2016-10-07,12,3,4,Friday,0,1,Moderate
BHMBCCMKT01,577,206,2016-10-07 12:30:28,0.3570190641247833,35.70190641247834,371,2016-10-07,12,30,4,Friday,0,1,Moderate
BHMBCCMKT01,577,200,2016-10-07 13:04:28,0.3466204506065858,34.66204506065858,377,2016-10-07,13,4,4,Friday,0,1,Moderate
BHMBCCMKT01,577,201,2016-10-07 13:30:29,0.3483535528596187,34.835355285961874,376,2016-10-07,13,30,4,Friday,0,1,Moderate
BHMBCCMKT01,577,193,2016-10-07 14:03:28,0.3344887348353553,33.44887348353553,384,2016-10-07,14,3,4,Friday,0,1,Moderate
BHMBCCMKT01,577,181,2016-10-07 14:30:32,0.3136915077989601,31.369150779896017,396,2016-10-07,14,30,4,Friday,0,1,Moderate
BHMBCCMKT01,577,172,2016-10-07 15:04:30,0.2980935875216637,29.80935875216637,405,2016-10-07,15,4,4,Friday,0,1,Low
BHMBCCMKT01,577,159,2016-10-07 15:30:32,0.2755632582322357,27.55632582322357,418,2016-10-07,15,30,4,Friday,0,1,Low
BHMBCCMKT01,577,158,2016-10-07 15:57:31,0.2738301559792028,27.38301559792028,419,2016-10-07,15,57,4,Friday,0,1,Low
BHMBCCMKT01,577,132,2016-10-07 16:30:29,0.2287694974003466,22.876949740034664,445,2016-10-07,16,30,4,Friday,0,1,Low
BHMBCCMKT01,577,58,2016-10-08 07:57:38,0.1005199306759098,10.051993067590988,519,2016-10-08,7,57,5,Saturday,1,0,Low
BHMBCCMKT01,577,61,2016-10-08 08:30:37,0.1057192374350086,10.571923743500866,516,2016-10-08,8,30,5,Saturday,1,0,Low
BHMBCCMKT01,577,75,2016-10-08 08:57:34,0.1299826689774696,12.99826689774697,502,2016-10-08,8,57,5,Saturday,1,0,Low
BHMBCCMKT01,577,104,2016-10-08 09:30:37,0.1802426343154246,18.02426343154246,473,2016-10-08,9,30,5,Saturday,1,1,Low
BHMBCCMKT01,577,158,2016-10-08 10:04:34,0.2738301559792028,27.38301559792028,419,2016-10-08,10,4,5,Saturday,1,1,Low
BHMBCCMKT01,577,191,2016-10-08 10:30:34,0.3310225303292894,33.10225303292894,386,2016-10-08,10,30,5,Saturday,1,1,Moderate
BHMBCCMKT01,577,223,2016-10-08 10:57:34,0.3864818024263431,38.64818024263432,354,2016-10-08,10,57,5,Saturday,1,1,Moderate
BHMBCCMKT01,577,254,2016-10-08 11:30:38,0.4402079722703639,44.0207972270364,323,2016-10-08,11,30,5,Saturday,1,1,Moderate
BHMBCCMKT01,577,306,2016-10-08 12:04:34,0.5303292894280762,53.03292894280762,271,2016-10-08,12,4,5,Saturday,1,1,Moderate
BHMBCCMKT01,577,320,2016-10-08 12:30:36,0.5545927209705372,55.45927209705373,257,2016-10-08,12,30,5,Saturday,1,1,Moderate
BHMBCCMKT01,577,348,2016-10-08 13:04:39,0.6031195840554593,60.31195840554593,229,2016-10-08,13,4,5,Saturday,1,1,High
BHMBCCMKT01,577,357,2016-10-08 13:30:36,0.6187175043327556,61.871750433275565,220,2016-10-08,13,30,5,Saturday,1,1,High
BHMBCCMKT01,577,395,2016-10-08 14:03:38,0.6845753899480069,68.4575389948007,182,2016-10-08,14,3,5,Saturday,1,1,High
BHMBCCMKT01,577,400,2016-10-08 14:30:35,0.6932409012131716,69.32409012131716,177,2016-10-08,14,30,5,Saturday,1,1,High
BHMBCCMKT01,577,395,2016-10-08 14:57:41,0.6845753899480069,68.4575389948007,182,2016-10-08,14,57,5,Saturday,1,1,High
BHMBCCMKT01,577,406,2016-10-08 15:30:39,0.7036395147313691,70.36395147313691,171,2016-10-08,15,30,5,Saturday,1,1,High
BHMBCCMKT01,577,381,2016-10-08 16:04:39,0.6603119584055459,66.03119584055459,196,2016-10-08,16,4,5,Saturday,1,1,High
BHMBCCMKT01,577,365,2016-10-08 16:30:42,0.6325823223570191,63.258232235701904,212,2016-10-08,16,30,5,Saturday,1,1,High
BHMBCCMKT01,577,42,2016-10-09 08:04:40,0.072790294627383,7.279029462738301,535,2016-10-09,8,4,6,Sunday,1,0,Low
BHMBCCMKT01,577,42,2016-10-09 08:30:45,0.072790294627383,7.279029462738301,535,2016-10-09,8,30,6,Sunday,1,0,Low
BHMBCCMKT01,577,43,2016-10-09 09:04:46,0.0745233968804159,7.452339688041594,534,2016-10-09,9,4,6,Sunday,1,1,Low
BHMBCCMKT01,577,43,2016-10-09 09:30:45,0.0745233968804159,7.452339688041594,534,2016-10-09,9,30,6,Sunday,1,1,Low
BHMBCCMKT01,577,50,2016-10-09 09:57:41,0.0866551126516464,8.665511265164644,527,2016-10-09,9,57,6,Sunday,1,1,Low
BHMBCCMKT01,577,64,2016-10-09 10:30:43,0.1109185441941074,11.091854419410744,513,2016-10-09,10,30,6,Sunday,1,1,Low
BHMBCCMKT01,577,100,2016-10-09 11:04:44,0.1733102253032929,17.33102253032929,477,2016-10-09,11,4,6,Sunday,1,1,Low
BHMBCCMKT01,577,126,2016-10-09 11:30:41,0.218370883882149,21.837088388214905,451,2016-10-09,11,30,6,Sunday,1,1,Low
BHMBCCMKT01,577,148,2016-10-09 11:57:46,0.2564991334488735,25.64991334488735,429,2016-10-09,11,57,6,Sunday,1,1,Low
BHMBCCMKT01,577,170,2016-10-09 12:30:41,0.2946273830155979,29.462738301559792,407,2016-10-09,12,30,6,Sunday,1,1,Low
BHMBCCMKT01,577,189,2016-10-09 13:04:43,0.3275563258232236,32.75563258232236,388,2016-10-09,13,4,6,Sunday,1,1,Moderate
BHMBCCMKT01,577,205,2016-10-09 13:30:42,0.3552859618717504,35.52859618717504,372,2016-10-09,13,30,6,Sunday,1,1,Moderate
BHMBCCMKT01,577,208,2016-10-09 14:03:42,0.3604852686308492,36.04852686308492,369,2016-10-09,14,3,6,Sunday,1,1,Moderate
BHMBCCMKT01,577,209,2016-10-09 14:30:42,0.3622183708838821,36.22183708838821,368,2016-10-09,14,30,6,Sunday,1,1,Moderate
BHMBCCMKT01,577,191,2016-10-09 15:04:44,0.3310225303292894,33.10225303292894,386,2016-10-09,15,4,6,Sunday,1,1,Moderate
BHMBCCMKT01,577,180,2016-10-09 15:30:46,0.3119584055459272,31.19584055459272,397,2016-10-09,15,30,6,Sunday,1,1,Moderate
BHMBCCMKT01,577,155,2016-10-09 16:03:43,0.268630849220104,26.8630849220104,422,2016-10-09,16,3,6,Sunday,1,1,Low
BHMBCCMKT01,577,133,2016-10-09 16:30:43,0.2305025996533795,23.050259965337958,444,2016-10-09,16,30,6,Sunday,1,1,Low
BHMBCCMKT01,577,54,2016-10-10 08:04:47,0.0935875216637781,9.358752166377815,523,2016-10-10,8,4,0,Monday,0,0,Low
BHMBCCMKT01,577,56,2016-10-10 08:30:47,0.097053726169844,9.705372616984402,521,2016-10-10,8,30,0,Monday,0,0,Low
BHMBCCMKT01,577,65,2016-10-10 09:04:47,0.1126516464471403,11.265164644714035,512,2016-10-10,9,4,0,Monday,0,1,Low
BHMBCCMKT01,577,73,2016-10-10 09:30:49,0.1265164644714038,12.65164644714038,504,2016-10-10,9,30,0,Monday,0,1,Low
BHMBCCMKT01,577,92,2016-10-10 10:03:48,0.1594454072790294,15.944540727902943,485,2016-10-10,10,3,0,Monday,0,1,Low
BHMBCCMKT01,577,113,2016-10-10 10:30:48,0.1958405545927209,19.584055459272097,464,2016-10-10,10,30,0,Monday,0,1,Low
BHMBCCMKT01,577,144,2016-10-10 10:57:52,0.2495667244367417,24.956672443674176,433,2016-10-10,10,57,0,Monday,0,1,Low
BHMBCCMKT01,577,149,2016-10-10 11:30:48,0.2582322357019064,25.82322357019064,428,2016-10-10,11,30,0,Monday,0,1,Low
BHMBCCMKT01,577,159,2016-10-10 11:57:49,0.2755632582322357,27.55632582322357,418,2016-10-10,11,57,0,Monday,0,1,Low
BHMBCCMKT01,577,171,2016-10-10 12:30:48,0.2963604852686308,29.636048526863085,406,2016-10-10,12,30,0,Monday,0,1,Low
BHMBCCMKT01,577,176,2016-10-10 13:04:49,0.3050259965337955,30.502599653379548,401,2016-10-10,13,4,0,Monday,0,1,Moderate
BHMBCCMKT01,577,172,2016-10-10 13:30:49,0.2980935875216637,29.80935875216637,405,2016-10-10,13,30,0,Monday,0,1,Low
BHMBCCMKT01,577,161,2016-10-10 14:03:49,0.2790294627383015,27.902946273830157,416,2016-10-10,14,3,0,Monday,0,1,Low
BHMBCCMKT01,577,154,2016-10-10 14:30:49,0.2668977469670711,26.689774696707108,423,2016-10-10,14,30,0,Monday,0,1,Low
BHMBCCMKT01,577,137,2016-10-10 14:57:54,0.2374350086655112,23.743500866551127,440,2016-10-10,14,57,0,Monday,0,1,Low
BHMBCCMKT01,577,129,2016-10-10 15:30:49,0.2235701906412478,22.357019064124785,448,2016-10-10,15,30,0,Monday,0,1,Low
BHMBCCMKT01,577,130,2016-10-10 15:57:55,0.2253032928942807,22.530329289428074,447,2016-10-10,15,57,0,Monday,0,1,Low
BHMBCCMKT01,577,114,2016-10-10 16:30:49,0.1975736568457539,19.75736568457539,463,2016-10-10,16,30,0,Monday,0,1,Low
BHMBCCMKT01,577,56,2016-10-11 08:04:57,0.097053726169844,9.705372616984402,521,2016-10-11,8,4,1,Tuesday,0,0,Low
BHMBCCMKT01,577,64,2016-10-11 08:30:54,0.1109185441941074,11.091854419410744,513,2016-10-11,8,30,1,Tuesday,0,0,Low
BHMBCCMKT01,577,74,2016-10-11 08:57:56,0.1282495667244367,12.824956672443674,503,2016-10-11,8,57,1,Tuesday,0,0,Low
BHMBCCMKT01,577,93,2016-10-11 09:30:55,0.1611785095320624,16.11785095320624,484,2016-10-11,9,30,1,Tuesday,0,1,Low
BHMBCCMKT01,577,129,2016-10-11 09:57:59,0.2235701906412478,22.357019064124785,448,2016-10-11,9,57,1,Tuesday,0,1,Low
BHMBCCMKT01,577,167,2016-10-11 10:30:54,0.2894280762564991,28.942807625649912,410,2016-10-11,10,30,1,Tuesday,0,1,Low
BHMBCCMKT01,577,200,2016-10-11 10:57:55,0.3466204506065858,34.66204506065858,377,2016-10-11,10,57,1,Tuesday,0,1,Moderate
BHMBCCMKT01,577,219,2016-10-11 11:30:59,0.3795493934142114,37.954939341421145,358,2016-10-11,11,30,1,Tuesday,0,1,Moderate
BHMBCCMKT01,577,225,2016-10-11 12:03:55,0.389948006932409,38.9948006932409,352,2016-10-11,12,3,1,Tuesday,0,1,Moderate
BHMBCCMKT01,577,221,2016-10-11 12:30:56,0.3830155979202773,38.30155979202773,356,2016-10-11,12,30,1,Tuesday,0,1,Moderate
BHMBCCMKT01,577,217,2016-10-11 13:04:00,0.3760831889081455,37.60831889081456,360,2016-10-11,13,4,1,Tuesday,0,1,Moderate
BHMBCCMKT01,577,217,2016-10-11 13:31:01,0.3760831889081455,37.60831889081456,360,2016-10-11,13,31,1,Tuesday,0,1,Moderate
BHMBCCMKT01,577,208,2016-10-11 14:04:00,0.3604852686308492,36.04852686308492,369,2016-10-11,14,4,1,Tuesday,0,1,Moderate
BHMBCCMKT01,577,191,2016-10-11 14:30:56,0.3310225303292894,33.10225303292894,386,2016-10-11,14,30,1,Tuesday,0,1,Moderate
BHMBCCMKT01,577,167,2016-10-11 15:03:58,0.2894280762564991,28.942807625649912,410,2016-10-11,15,3,1,Tuesday,0,1,Low
BHMBCCMKT01,577,159,2016-10-11 15:33:56,0.2755632582322357,27.55632582322357,418,2016-10-11,15,33,1,Tuesday,0,1,Low
BHMBCCMKT01,577,150,2016-10-11 16:01:00,0.2599653379549393,25.99653379549394,427,2016-10-11,16,1,1,Tuesday,0,1,Low
BHMBCCMKT01,577,127,2016-10-11 16:26:56,0.2201039861351819,22.0103986135182,450,2016-10-11,16,26,1,Tuesday,0,1,Low
BHMBCCMKT01,577,51,2016-10-12 08:04:00,0.0883882149046793,8.838821490467938,526,2016-10-12,8,4,2,Wednesday,0,0,Low
BHMBCCMKT01,577,57,2016-10-12 08:31:01,0.0987868284228769,9.878682842287697,520,2016-10-12,8,31,2,Wednesday,0,0,Low
BHMBCCMKT01,577,64,2016-10-12 09:03:59,0.1109185441941074,11.091854419410744,513,2016-10-12,9,3,2,Wednesday,0,1,Low
BHMBCCMKT01,577,73,2016-10-12 09:26:58,0.1265164644714038,12.65164644714038,504,2016-10-12,9,26,2,Wednesday,0,1,Low
BHMBCCMKT01,577,99,2016-10-12 10:01:04,0.1715771230502599,17.157712305025996,478,2016-10-12,10,1,2,Wednesday,0,1,Low
BHMBCCMKT01,577,112,2016-10-12 10:31:04,0.194107452339688,19.410745233968804,465,2016-10-12,10,31,2,Wednesday,0,1,Low
BHMBCCMKT01,577,127,2016-10-12 11:04:01,0.2201039861351819,22.0103986135182,450,2016-10-12,11,4,2,Wednesday,0,1,Low
BHMBCCMKT01,577,128,2016-10-12 11:31:05,0.2218370883882149,22.183708838821488,449,2016-10-12,11,31,2,Wednesday,0,1,Low
BHMBCCMKT01,577,143,2016-10-12 12:04:04,0.2478336221837088,24.783362218370883,434,2016-10-12,12,4,2,Wednesday,0,1,Low
BHMBCCMKT01,577,158,2016-10-12 12:31:05,0.2738301559792028,27.38301559792028,419,2016-10-12,12,31,2,Wednesday,0,1,Low
BHMBCCMKT01,577,157,2016-10-12 13:04:04,0.2720970537261698,27.209705372616984,420,2016-10-12,13,4,2,Wednesday,0,1,Low
BHMBCCMKT01,577,164,2016-10-12 13:34:03,0.2842287694974003,28.422876949740036,413,2016-10-12,13,34,2,Wednesday,0,1,Low
BHMBCCMKT01,577,167,2016-10-12 14:03:59,0.2894280762564991,28.942807625649912,410,2016-10-12,14,3,2,Wednesday,0,1,Low
BHMBCCMKT01,577,159,2016-10-12 14:34:04,0.2755632582322357,27.55632582322357,418,2016-10-12,14,34,2,Wednesday,0,1,Low
BHMBCCMKT01,577,140,2016-10-12 15:01:03,0.24263431542461,24.263431542461007,437,2016-10-12,15,1,2,Wednesday,0,1,Low
BHMBCCMKT01,577,128,2016-10-12 15:30:59,0.2218370883882149,22.183708838821488,449,2016-10-12,15,30,2,Wednesday,0,1,Low
BHMBCCMKT01,577,121,2016-10-12 15:57:05,0.2097053726169844,20.97053726169844,456,2016-10-12,15,57,2,Wednesday,0,1,Low
BHMBCCMKT01,577,111,2016-10-12 16:31:05,0.1923743500866551,19.23743500866551,466,2016-10-12,16,31,2,Wednesday,0,1,Low
BHMBCCMKT01,577,58,2016-10-13 07:57:02,0.1005199306759098,10.051993067590988,519,2016-10-13,7,57,3,Thursday,0,0,Low
BHMBCCMKT01,577,65,2016-10-13 08:31:06,0.1126516464471403,11.265164644714035,512,2016-10-13,8,31,3,Thursday,0,0,Low
BHMBCCMKT01,577,76,2016-10-13 09:04:02,0.1317157712305026,13.17157712305026,501,2016-10-13,9,4,3,Thursday,0,1,Low
BHMBCCMKT01,577,97,2016-10-13 09:31:01,0.1681109185441941,16.81109185441941,480,2016-10-13,9,31,3,Thursday,0,1,Low
BHMBCCMKT01,577,127,2016-10-13 09:57:08,0.2201039861351819,22.0103986135182,450,2016-10-13,9,57,3,Thursday,0,1,Low
BHMBCCMKT01,577,166,2016-10-13 10:31:03,0.2876949740034662,28.769497400346623,411,2016-10-13,10,31,3,Thursday,0,1,Low
BHMBCCMKT01,577,200,2016-10-13 11:04:08,0.3466204506065858,34.66204506065858,377,2016-10-13,11,4,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,220,2016-10-13 11:31:06,0.3812824956672443,38.12824956672444,357,2016-10-13,11,31,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,230,2016-10-13 11:57:06,0.3986135181975737,39.86135181975737,347,2016-10-13,11,57,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,231,2016-10-13 12:31:08,0.4003466204506066,40.03466204506066,346,2016-10-13,12,31,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,214,2016-10-13 13:04:04,0.3708838821490468,37.08838821490468,363,2016-10-13,13,4,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,203,2016-10-13 13:31:08,0.3518197573656845,35.181975736568454,374,2016-10-13,13,31,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,205,2016-10-13 13:57:07,0.3552859618717504,35.52859618717504,372,2016-10-13,13,57,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,181,2016-10-13 14:31:06,0.3136915077989601,31.369150779896017,396,2016-10-13,14,31,3,Thursday,0,1,Moderate
BHMBCCMKT01,577,162,2016-10-13 15:04:08,0.2807625649913345,28.07625649913345,415,2016-10-13,15,4,3,Thursday,0,1,Low
BHMBCCMKT01,577,144,2016-10-13 15:31:08,0.2495667244367417,24.956672443674176,433,2016-10-13,15,31,3,Thursday,0,1,Low
BHMBCCMKT01,577,132,2016-10-13 16:04:08,0.2287694974003466,22.876949740034664,445,2016-10-13,16,4,3,Thursday,0,1,Low
BHMBCCMKT01,577,130,2016-10-13 16:31:08,0.2253032928942807,22.530329289428074,447,2016-10-13,16,31,3,Thursday,0,1,Low
BHMBCCMKT01,577,53,2016-10-14 08:01:05,0.0918544194107452,9.185441941074524,524,2016-10-14,8,1,4,Friday,0,0,Low
BHMBCCMKT01,577,57,2016-10-14 08:27:10,0.0987868284228769,9.878682842287697,520,2016-10-14,8,27,4,Friday,0,0,Low
BHMBCCMKT01,577,67,2016-10-14 09:01:08,0.1161178509532062,11.611785095320624,510,2016-10-14,9,1,4,Friday,0,1,Low
BHMBCCMKT01,577,100,2016-10-14 09:27:10,0.1733102253032929,17.33102253032929,477,2016-10-14,9,27,4,Friday,0,1,Low
BHMBCCMKT01,577,134,2016-10-14 10:01:11,0.2322357019064125,23.223570190641247,443,2016-10-14,10,1,4,Friday,0,1,Low
BHMBCCMKT01,577,157,2016-10-14 10:27:09,0.2720970537261698,27.209705372616984,420,2016-10-14,10,27,4,Friday,0,1,Low
BHMBCCMKT01,577,205,2016-10-14 11:01:07,0.3552859618717504,35.52859618717504,372,2016-10-14,11,1,4,Friday,0,1,Moderate
BHMBCCMKT01,577,220,2016-10-14 11:27:06,0.3812824956672443,38.12824956672444,357,2016-10-14,11,27,4,Friday,0,1,Moderate
BHMBCCMKT01,577,224,2016-10-14 12:01:11,0.3882149046793761,38.82149046793761,353,2016-10-14,12,1,4,Friday,0,1,Moderate
